TF,target,importance
FOS,KLF4,31.56391259
TCF7,RPS14,31.56119264
H2AFY,FCGRT,31.55211594
FOSB,IER2,31.55164914
FOS,TGFBI,31.52695426
YBX1,PGK1,31.4635969
SPI1,ATP5MC2,31.44164875
RPS4X,COX4I1,31.41693038
RPS4X,SARAF,31.40500949
YBX1,SERF2,31.39933066
RORC,KLRB1,31.39854727
FOS,AHNAK,31.38886554
RPS10,RPL36A,31.38837466
KLF4,TNFAIP2,31.37518062
FOS,S100A4,31.36988984
KLF4,ALOX5,31.31659606
FOS,PTPRE,31.25538789
RUNX2,CCDC50,31.23527475
RPS4X,LTB,31.22265462
PAX5,CD79B,31.16745627
SPI1,ANXA5,31.15548958
HES4,IFITM2,31.09774775
YBX1,TUBA1B,31.09408262
FOS,JUN,31.05086563
HMGB2,S100A8,31.02680811
SPI1,CFL1,31.01868218
FOS,H2AFY,31.0151459
CUX2,PPP1R14B,31.00962283
CEBPD,VCAN,31.00807565
FOS,JUNB,31.00472125
SPI1,EFHD2,30.98468925
GATA2,ALOX12,30.97236167
IRF8,UGCG,30.95661145
ATF4,MZB1,30.94450044
IRF7,RUNX2,30.93417699
XBP1,SSR2,30.90231722
HES4,SMIM25,30.88433427
ODC1,MPP1,30.87990263
HES4,WARS,30.87933807
BCL11A,SERPINF1,30.87838904
SPI1,GNG5,30.8551944
YBX1,ATP5F1E,30.84131784
FOS,ADA2,30.81304882
RPS4X,RPS11,30.81001219
KLF4,CLEC7A,30.80552268
YBX1,COTL1,30.79655166
FOS,RAB31,30.78100919
H2AFY,GAPDH,30.74720541
RPL35,UBA52,30.74680001
FOS,CCNL1,30.74425621
YBX1,TPM3,30.74177202
ODC1,DMTN,30.73814416
LMO2,H2AFY,30.71853197
XBP1,NT5DC2,30.69747187
H2AFY,LGALS1,30.68897978
EEF1D,RPL39,30.67814287
TCF7,CD6,30.64777942
TBX21,APMAP,30.63898963
SPI1,FGR,30.63892833
XBP1,MYDGF,30.61035368
KLF4,LYZ,30.60742556
KLRG1,ABHD17A,30.56998475
YBX1,SRSF9,30.56914537
EEF1D,RPS23,30.55836655
RPL35,MZT2B,30.53781091
IRF8,SERPINF1,30.53317828
PKM,ENO1,30.52075249
MYLK,RGS18,30.4758137
FOS,COTL1,30.46539741
FOS,VIM,30.45869335
FOS,ZEB2,30.45101198
BCL11A,UGCG,30.44461385
SPI1,CLIC1,30.4316607
FOS,KCTD12,30.41529538
EOMES,GZMA,30.41165695
UQCRB,RPS9,30.37029715
RPL6,COMMD6,30.36726268
SPI1,PILRA,30.32840145
POU2AF1,CPNE5,30.30446955
CEBPD,GLIPR2,30.27309577
SPI1,WARS,30.25755956
BCL11A,LILRA4,30.2528092
IRF7,TNFRSF21,30.25004535
FOS,S100A6,30.23881499
MYBL2,CUX2,30.23614018
LEF1,TRABD2A,30.23336122
IRF7,CLIC3,30.23081618
TAL1,GNG11,30.19743588
CEBPD,CD14,30.19655857
SPI1,CAPNS1,30.17846871
RPS10,RPL31,30.14747103
FOS,GCA,30.12196199
MEF2C,HLA-DRA,30.11686562
FOS,CRTAP,30.09764515
MYLK,ALOX12,30.09310824
YBX1,RAN,30.05288631
IRF7,SPCS1,30.04681016
FOS,FTH1,30.0375906
H2AFY,PABPC1,30.03132058
ZNF684,CUX2,30.01840337
FOS,BNIP3L,29.97059265
XBP1,UBE2J1,29.94342101
EEF1D,RPS2,29.94149755
TAGLN2,PF4,29.92793159
BCL11A,PLD4,29.91752295
HSPA5,SSR4,29.89460772
MEIS1,GMPR,29.87386976
YBX1,ACTG1,29.85000725
CUX2,CCDC50,29.8473218
YBX1,CORO1A,29.83299265
YBX1,ATP5PF,29.83072355
SPI1,PABPC1,29.82857842
TCF4,SCT,29.82064274
BCL11A,NLRP7,29.82000695
KLF4,FAM45A,29.77650029
ODC1,TNNC2,29.75936077
SPI1,MT-ND1,29.73505176
JUN,IER2,29.68703038
SPI1,CTSZ,29.63924293
RPL35,MT-ATP6,29.63650843
RUNX2,GZMB,29.62657085
YBX1,COX6C,29.60905658
KLF4,RTN4,29.59092162
EEF1D,RPL7A,29.57151724
JUNB,IER2,29.56560296
SPI1,CASP1,29.56236519
CEBPD,MYO1F,29.55258758
FOS,SERPINA1,29.54831282
KLF4,CTSD,29.53036207
SPIB,CD74,29.52844431
KLRG1,SLC4A10,29.50944831
SPIB,FCRL1,29.47811028
ZEB2,ITGB2,29.45707854
RPS4X,COX7C,29.44829903
H2AFY,SH3BGRL3,29.4257607
SPI1,LY86,29.41859907
MYBL1,MATK,29.41579692
KLF4,SLC11A1,29.41409153
SPI1,TMSB10,29.37957048
UQCRB,RPL9,29.33600721
FOS,AGTRAP,29.33121385
IRF8,CD74,29.31930192
ID2,HLA-C,29.29997734
EEF1D,RPL11,29.28032227
IRF8,FLT3,29.25701975
MYBL1,EOMES,29.24382347
RPS10,RPL26,29.23392296
RPL6,NPM1,29.2328304
XBP1,OSTC,29.22885811
FOS,CDA,29.21585569
TAL1,SMOX,29.21184823
H2AFY,MOB1A,29.18583133
EOMES,HCST,29.16454037
KLF4,NEAT1,29.12288268
KLF4,ACTB,29.11309386
HNRNPA1,RPS23,29.10120913
CEBPD,VIM,29.09638573
SPI1,MT-CO2,29.09305004
SPI1,ANXA2,29.07966654
FOS,PYGL,29.07759142
FOS,FAM198B,29.0691075
HSPA5,DERL3,29.03723544
FOS,CD33,29.02898411
FOS,ZNF385A,28.99471173
RPL6,PF4,28.98681167
FOS,TNFRSF1A,28.96748853
FOS,EVI2A,28.96655648
IRF7,MAPKAPK2,28.95911222
YBX1,COX6B1,28.92999299
TCF7,CD3D,28.92554967
CEBPD,PLBD1,28.92079507
SPI1,SLC25A5,28.91595349
H2AFY,PSAP,28.90848454
SPI1,SCPEP1,28.90625656
TCF7,RPS27,28.90569559
CEBPD,MNDA,28.89484006
XBP1,DDOST,28.86642767
RUNX2,TSPAN13,28.85328595
TCF7,RPL3,28.83288066
EZR,CD52,28.8272891
CEBPB,PSAP,28.81953561
KLF4,C1orf162,28.81744433
NAP1L1,LST1,28.78543251
FOS,ATP6V0D1,28.77545999
KLF4,PGLS,28.7490079
CUX2,BLNK,28.73420972
EOMES,CST7,28.72352547
ZEB2,EFHD2,28.70546384
IRF7,TPM2,28.70436896
IRF7,SPIB,28.6815002
KLF4,ASAH1,28.67890015
SPI1,BRI3,28.63913749
FOS,CD44,28.63446154
HES4,INSIG1,28.62920271
KLF4,VCAN,28.58511094
SPI1,FLNA,28.57995584
TCF7,RPS25,28.55941803
XBP1,MAN1A1,28.54975121
SPI1,AP1S2,28.53296868
KLF4,FGR,28.52227189
TBX21,MATK,28.50895844
FOS,LRP1,28.50036833
KLF4,ZFP36,28.49926504
BCL6,GDAP2,28.49231768
RPS4X,COMMD6,28.49086453
EEF1D,RPL18A,28.48786615
SPI1,POU2F2,28.46163882
RPL6,MT-CO3,28.45973879
YBX1,TRIR,28.45756742
YBX1,UBA52,28.45480505
KLF4,APLP2,28.45301982
CEBPB,LST1,28.40447189
IRF8,FLNB,28.39333267
CEBPD,MCL1,28.39239736
SPIB,HLA-DOB,28.38674126
RPL6,TMA7,28.37866577
ENO1,LRMDA,28.37334016
ODC1,TREML1,28.37281902
TBX21,TPST2,28.37023825
KLF4,LAPTM5,28.36683353
FOS,FGR,28.35846165
RORA,SYNE2,28.34105378
BNC2,ADGRG1,28.33515094
IRF7,SMIM5,28.33456997
H2AFY,ATP5MC2,28.32642865
HES4,SIGLEC10,28.30785968
SPI1,UBC,28.3015398
SPI1,S100A4,28.29224177
EEF1D,RPL35,28.29012301
SPI1,RNH1,28.26854794
LMO2,MT-ND2,28.2652384
YBX1,CDC42,28.26413332
TRIP10,ZFAT,28.25990833
FOS,PPT1,28.23568884
SPI1,FTL,28.23252924
HSPA5,PPIB,28.22756659
FOS,LGALS2,28.22321532
RXRA,KLF4,28.21525284
ODC1,HIST1H2AC,28.21498235
SPI1,SMCO4,28.20595773
MAX,PRKAR2B,28.20093115
RXRA,OAZ1,28.16515508
TCF7,RCAN3,28.15871564
ODC1,RAP1B,28.15832614
RPL6,RPS4Y1,28.14842246
CEBPD,METTL9,28.11917135
CEBPB,EIF1,28.11727842
SPI1,HCK,28.10513826
FOS,DMXL2,28.07137101
IRF7,BCL11A,28.0617112
KLF4,IRAK3,28.03966744
FOS,PGD,28.02790525
MAX,ESAM,28.02356552
IRF8,HLA-DRA,28.02003326
SPI1,PTP4A2,28.00676568
CUX2,C12orf75,28.0057369
SPI1,PAK1,27.99226424
SPI1,MAPKAPK3,27.96764004
YBX1,HLA-DPB1,27.96484297
EEF1D,RPS10,27.95789225
PKM,ACTB,27.95454136
SPI1,ARPC5,27.95199788
H2AFY,CTSB,27.91874595
CEBPB,GNAI2,27.91327294
HNRNPA1,RPL28,27.91286569
EEF1D,RPL23A,27.90902034
CEBPB,CFD,27.90155523
JUN,GADD45B,27.89902762
BCL11A,HLA-DMB,27.89605482
KLF4,FCER1G,27.88322171
MAX,TAL1,27.88246524
RPS4X,GNG11,27.84045058
TBX21,ABHD17A,27.83788531
KLF4,PSAP,27.83646328
EEF1D,RPL34,27.80293718
FOS,LMO2,27.79124254
GFI1B,ESAM,27.78256615
PAX5,IGHD,27.78146236
RUNX2,PPP1R14B,27.7769442
RPL6,ZFAS1,27.76567806
FOS,AC020916.1,27.76043943
POU2AF1,TPD52,27.74722938
CEBPD,BLVRB,27.74101169
ODC1,FAXDC2,27.74022032
CEBPB,FTH1,27.73601302
TCF7,LEPROTL1,27.70254903
RPS4X,UXT,27.68361332
NAP1L1,IFITM2,27.66080469
NAP1L1,NEURL1,27.63782206
KLF4,FCGR2A,27.6005955
TPI1,HLA-B,27.59761714
KLF4,FOSB,27.58780919
MAX,GP9,27.57417991
MAX,GNG11,27.57371238
SPI1,H2AFY,27.56806136
EEF1D,RPS13,27.55756701
CUX2,LRRC26,27.54483549
H2AFY,RAC1,27.53965991
TCF4,SSR4,27.53767349
FOS,SNX27,27.52756002
RPL35,RPS4Y1,27.52746191
KLF4,GRN,27.526516
IRF8,TNFRSF21,27.52190394
KLF13,JCHAIN,27.51582483
SPIB,PAX5,27.51366666
RPS4X,RPL17,27.50502823
RBM3,CORO1A,27.48428851
CEBPB,CAPZA2,27.47965212
YBX1,CSK,27.46999659
RPS10,NOSIP,27.46089144
TAL1,CLEC1B,27.43196594
H2AFY,SAMHD1,27.42928201
XBP1,SDF2L1,27.4121022
KLF4,SERPINB1,27.40945315
FOS,ASAH1,27.40285385
NAP1L1,MS4A7,27.4012127
CUX2,IRF7,27.38149932
XBP1,FKBP11,27.34810041
LMO2,OAZ1,27.34220624
BNC2,CTSW,27.33399971
CUX2,BCL11A,27.30018194
H2AFY,ITGB2,27.29119038
ODC1,RUFY1,27.28408978
ODC1,MTURN,27.28232856
FOS,JAML,27.27747227
FOS,SLC7A7,27.25421736
KLF4,TNFRSF1B,27.24944297
YBX1,RPL27,27.24877307
RORA,PBXIP1,27.23054743
NAP1L1,TCF7L2,27.22850967
RXRA,S100A6,27.22315224
FOS,MYADM,27.22119384
HNRNPA1,RPS4X,27.20850362
KLRG1,NKG7,27.17148985
SPI1,MORF4L1,27.17007696
MAFB,NEAT1,27.16405611
TCF7L2,AIF1,27.15103124
ZEB2,NPC2,27.14293014
MAFB,CEBPB,27.1055635
RUNX2,CLEC4C,27.10506201
XBP1,SPCS1,27.09541011
H2AFY,CTSH,27.09104657
ODC1,TPM4,27.08704669
SPI1,ATP6V1F,27.08146992
BCL11A,SMPD3,27.07115746
CEBPD,GAPDH,27.06528722
KLF4,PPT1,27.06119733
IRF8,SCT,27.05868755
HES4,ZNF703,27.05747599
IRF8,MYBL2,27.04601528
NAP1L1,HES4,27.04128832
FOSB,FOS,27.0346931
YBX1,RPS26,27.03454745
JUNB,BTG1,27.03415067
CEBPB,RHOA,27.02644199
MAX,TUBB1,27.02402985
BNC2,HOPX,26.99170157
RPL35,RPL36A,26.98998891
HNRNPA1,RPS9,26.98215816
KLF4,SDCBP,26.9774307
FOS,IRAK3,26.97716568
IRF8,C12orf75,26.97313442
SPI1,PFN1,26.96808423
KLF4,PRAM1,26.94969843
FOS,LRRFIP1,26.94032397
YBX1,SLC25A5,26.92421474
TBX21,S1PR5,26.92351422
IRF8,IL3RA,26.92051976
CEBPB,PECAM1,26.915744
IRF8,ITM2C,26.90112779
FOS,IL13RA1,26.89219289
TCF4,RRBP1,26.87731273
FOS,CD93,26.84711781
IRF7,RHEX,26.84674061
H2AFY,GNB2,26.82896154
FOS,RGS2,26.79877201
TCF7L2,LYN,26.76865325
SPI1,LAPTM5,26.76667264
GRHL1,CLDN5,26.76463197
GATA1,ACRBP,26.75689
TPI1,B2M,26.74802592
SPI1,KLF4,26.74099574
HMGA1,HLA-DPB1,26.73756237
RPS10,RPS4Y1,26.73210479
KLF4,NCKAP1L,26.70911957
MAF,SLAMF1,26.70378308
TAL1,AC147651.1,26.70341271
YBX1,ARPC1B,26.70158664
SPI1,SH3BGRL,26.69490357
SPIB,IRF7,26.68807745
MEIS1,RGS10,26.68462984
H2AFY,MT-ND1,26.68452999
RUNX2,SELENOS,26.67610256
TCF7,RPS29,26.6408139
YBX1,FCER1G,26.62918843
FOS,BST1,26.59771234
KLF4,ANXA5,26.58475129
TCF7,RPL13,26.58237925
TAGLN2,PARVB,26.57944839
RPL6,EIF3L,26.55171356
FOS,BRI3,26.54896468
LMO2,ADA2,26.53746273
MEIS1,MTURN,26.52767448
FOS,CD163,26.51232479
PKM,ATP6AP2,26.49857993
PAX5,FCRL1,26.49083848
H2AFY,PCBP2,26.48635657
MAFB,FCER1G,26.46896735
SPI1,AP2S1,26.46557553
TCF7L2,VASP,26.45651542
FOS,QKI,26.43575499
KLF4,DAZAP2,26.41913085
KLF4,CTSH,26.41779454
FOS,LGALS3,26.41500109
POU2AF1,IGHM,26.41344578
YBX1,ZNF706,26.40937891
TCF7L2,UNC119,26.40402768
SPI1,SNX10,26.39706771
TCF4,RUNX2,26.38065894
TCF4,SEC61G,26.35838778
KLF4,DUSP1,26.35469322
YBX1,RPL8,26.35208121
PKM,MYL6,26.34693506
SPIB,BLK,26.33906889
TCF7,AAK1,26.32821643
YBX1,ARL6IP4,26.32691877
FOS,ANXA2,26.32173144
HSPA5,HLA-A,26.32101831
GATA1,PTCRA,26.31158297
FOS,TYMP,26.30978436
EOMES,CCL5,26.302399
RPS4X,IL7R,26.29845703
YBX1,ACTR3,26.29029867
FOS,PPP1R9B,26.28478451
FOS,CTSH,26.28394607
MTHFD1,CPNE5,26.27535299
KLF4,LILRB3,26.22053593
YBX1,MT-ND4,26.21945873
UQCRB,TPT1,26.21896438
TCF7,RPL14,26.21172739
IRF7,KCNA5,26.20358413
FOS,ZFP36L2,26.18632527
KLF4,RNF130,26.17867287
ODC1,MYZAP,26.17249577
CEBPD,LAMTOR1,26.17226706
SPI1,H3F3A,26.16504344
CEBPD,RPS5,26.16492903
SPI1,ACTR2,26.16329173
RPS10,EIF4A2,26.15945355
FOS,FCGRT,26.15161401
EEF1D,RPL30,26.12077423
ZEB2,TCF7,26.11908586
KLF4,TGFBI,26.11498259
CEBPB,LYST,26.11331311
TCF7L2,RHOC,26.09094306
FOS,FBXL5,26.08246692
FOS,TIMP2,26.08198485
YBX1,UBC,26.08068314
EEF1D,RPL22,26.05927067
IRF8,RUNX2,26.03253737
KLF4,SPI1,26.03202967
FOS,ACTR2,26.02882471
KLF4,SRGN,26.02639362
RPS4X,NSA2,26.02291009
RPL6,RPS29,26.02047248
FOS,STAB1,26.01421326
KLF4,RAB32,25.99409015
YBX1,EEF2,25.99246051
BCL11A,ABHD15,25.98199876
CEBPD,RPS29,25.97703035
IRF8,CCDC50,25.97246895
TCF4,SPCS1,25.97174792
LEF1,SARAF,25.96587125
CEBPB,SMCO4,25.96538825
EEF1D,RPL19,25.93591506
FOS,STXBP2,25.92771523
PBX1,PTCRA,25.90978867
RPL35,MALAT1,25.89879892
CEBPB,ITGB2,25.89643047
MEF2C,HLA-DQB1,25.88703358
RUNX2,IRF8,25.87350454
LYL1,C2orf88,25.86420207
YBX1,RBM3,25.861188
HNRNPA1,RPL22,25.85088143
TCF7L2,UTRN,25.84124849
RPS4X,GMPR,25.83548736
CTBP1,ABHD4,25.82814519
XBP1,SSR3,25.80782103
ILF2,MZB1,25.80180126
SPI1,MS4A6A,25.7975399
ZEB2,RPS27,25.79675198
ODC1,RGS10,25.7814529
MEIS1,ACRBP,25.77382192
ENO1,PKM,25.76743213
RPS4X,PPA1,25.76514301
SPI1,FMNL1,25.74977145
TCF7L2,NAAA,25.74847787
TBX21,CLIC3,25.74569301
UQCRB,RPS13,25.73268646
TCF7,AES,25.71965322
ZEB2,PLEK,25.70824447
IRF7,APP,25.70536665
ENO1,ARHGDIB,25.67689766
LMO2,BRI3,25.66943719
TAGLN2,GNAS,25.659099
TBX21,CHST12,25.65576808
RUNX2,ABHD15,25.65525922
SPI1,IFNGR2,25.65068136
EEF1D,RPL6,25.64846017
KLF4,RAC1,25.63825736
IRF8,HLA-DMA,25.62954059
YBX1,ARPC2,25.62580898
PAX5,MS4A1,25.61949218
RPS4X,SSR2,25.58642912
TAL1,CTTN,25.57361215
ODC1,TMEM158,25.56705537
XBP1,PEBP1,25.5657634
FOS,CPPED1,25.55401729
GFI1B,LIMS1,25.55245767
ODC1,SH3BGRL2,25.54168365
TCF4,ABHD15,25.53005235
IRF8,TPM2,25.52107109
KLF4,ATP2B1-AS1,25.50030767
TBX21,IFITM2,25.48895791
SPI1,LAPTM4A,25.48259851
HNRNPA1,RPL10A,25.48096826
SPIB,PLPP5,25.4677413
CEBPD,CKLF,25.45830429
LMO2,EVI2B,25.43265437
P4HB,TMED2,25.41544761
SPIB,VPREB3,25.41454836
CEBPB,S100A4,25.4117926
KLF4,CD44,25.40428648
LMO2,NCKAP1L,25.39950015
GRHL1,MPP1,25.39644432
TCF7,RPS4X,25.37575647
RUNX2,IRF7,25.3648276
SPI1,CALM2,25.36249081
FOS,RNASE6,25.35467359
ZEB2,STMP1,25.34431312
FOS,ATP6V0B,25.33919152
CREB5,VCAN,25.33894892
SPIB,BCL11A,25.33381724
KLF4,SLC7A7,25.33147977
POU2AF1,BANK1,25.30659711
ZEB2,LCP1,25.29483589
EEF1D,RPL9,25.28934595
YBX1,ARPC3,25.2745323
KLF4,MPEG1,25.26802695
FOS,SIRPA,25.26742981
EEF1D,RPL29,25.26121815
YBX1,MYL6,25.25760829
RPL35,TOMM7,25.24260989
RPS10,RPL36AL,25.24244491
ODC1,MPIG6B,25.24028497
KLF4,GCA,25.23605456
CEBPD,RTN3,25.23240534
NAP1L1,SIGLEC10,25.21396782
BCL11B,CD3G,25.21203228
MEF2C,HLA-DMA,25.20761964
YBX1,CD52,25.19599063
IRF7,GAS6,25.19490446
TCF7,RPS16,25.19061268
IRF7,OFD1,25.18903557
MCTP2,IL2RB,25.18579772
MYLK,GP9,25.18011738
XBP1,CHPF,25.17794236
ODC1,ACTN1,25.17430361
H2AFY,ZYX,25.16165266
TBX21,C1orf21,25.15836942
PKM,LAMTOR1,25.15650936
TAGLN2,CMTM5,25.15213603
FOS,ATP5MPL,25.13886648
RXRA,GNS,25.13696109
TAL1,ANKRD9,25.1313765
TAL1,RGS18,25.13127283
LMO2,RAC1,25.12970041
RPL6,HSPA8,25.12538031
BNC2,CD160,25.12246687
YBX1,RPL26,25.10772911
FOS,NCF1,25.10532487
LMO2,AIF1,25.10330869
YBX1,GNAS,25.07898921
KLF4,FPR1,25.07634108
YBX1,CLIC1,25.07501174
TCF7,TMEM204,25.07261141
CEBPD,PGD,25.06912734
BCL11B,TRAC,25.06649415
ZEB2,RAC1,25.05467067
UQCRB,RPL26,25.05224902
MEF2C,BTK,25.05137008
XBP1,MANF,25.05018376
EOMES,TRGC2,25.03382695
CEBPB,PGK1,25.03342876
KLF4,GNG5,25.03115187
SPI1,SLC7A7,25.0247902
YBX1,HNRNPA2B1,25.0228043
EEF1D,RPL15,25.01737027
CEBPB,AGTRAP,25.01275736
SPI1,RHOC,25.01104066
SPI1,CTSH,25.00188302
TCF7,RPL36,25.00124801
EEF1D,RPS27A,24.99265356
SPI1,ARRB2,24.98773185
GATA1,LGALSL,24.98227388
CREB5,MNDA,24.97247782
FOS,CDC42EP3,24.96426984
POU2AF1,P2RX5,24.96334828
FOS,CCNY,24.96062422
RPS4X,APRT,24.94206897
SPI1,TSPO,24.92882032
RPL6,CCNI,24.92267756
TAGLN2,CLDN5,24.9202984
SPIB,ARHGAP24,24.91427047
LMO2,PSAP,24.90649739
MYBL2,SPIB,24.90450639
FOS,CANX,24.9029574
MAX,CAVIN2,24.89409257
FOS,MT-ND3,24.88893744
CUX2,SERPINF1,24.87776645
ETS1,IL7R,24.86830954
SPI1,01-Mar,24.85902547
RPL6,PPBP,24.85813963
CEBPD,SIRPB1,24.85643196
RPS4X,MZT2A,24.84909354
YBX1,SPI1,24.84284549
RPS10,SNHG8,24.84231075
CTCF,CUX2,24.82990667
ODC1,KIFC3,24.82577852
CEBPD,PKM,24.82453557
SPI1,PLXNB2,24.81191334
SPI1,COX7B,24.81133062
YBX1,NAP1L1,24.80353901
KLRG1,SH2D1A,24.79716254
KLF4,CST3,24.78915488
RPL35,HNRNPA1,24.78661266
RPS4X,EIF5A,24.77924775
LMO2,FTL,24.77644989
LYL1,HIST1H2AC,24.77274472
JUND,RPL23,24.75948514
ANXA1,CD79A,24.75171148
CEBPD,APLP2,24.7502848
FOS,C5AR1,24.73591692
LYL1,PTCRA,24.73088283
RPL6,ATP5MC2,24.71923003
RPL35,MZT2A,24.71785863
JUND,FOS,24.71225485
RPL6,RPL36AL,24.70671073
MYBL1,PRF1,24.70625189
EEF1D,RPL37A,24.6999019
ID2,HCST,24.68940941
EEF1D,RPS9,24.68519267
SPI1,GAA,24.67222259
KLF4,CPVL,24.67040009
TBX21,IL2RB,24.66982554
YBX1,HLA-B,24.66408127
NAP1L1,SMIM25,24.6608027
HSPA5,PDIA4,24.65539119
IRF8,PPM1J,24.6457145
CEBPD,ATP5MPL,24.64340207
YBX1,RPL6,24.64175556
RPL35,RPL17,24.62858989
FOS,RASSF3,24.62602297
ODC1,CDKN2D,24.61979606
FOS,NCKAP1L,24.61426817
FOS,TNFAIP2,24.60664776
TAL1,NRGN,24.60246707
PKM,LYZ,24.59791265
ENO1,ACTB,24.59636368
XBP1,RABAC1,24.58652104
EEF1D,RPS28,24.58386817
FOS,NFKBIA,24.58015793
SPI1,LTA4H,24.58013229
RPL35,CD52,24.5784826
SPI1,PRKCB,24.57691485
SPI1,ARHGDIB,24.57317529
CREB5,LYZ,24.57257487
LMO2,KLF4,24.55160854
CEBPB,GNG5,24.53544238
BCL11B,CD3D,24.53382325
H2AFY,TPP1,24.53318402
ODC1,VCL,24.52464479
YBX1,EIF3D,24.52445446
XBP1,KDELR2,24.52169737
MEF2C,CD3D,24.51309322
SPI1,BID,24.5098846
H2AFY,TMSB4X,24.50908138
ANXA1,VCAN,24.50617916
RPL35,HSP90AB1,24.50253631
HES4,ABI3,24.4998001
CEBPB,BRI3,24.49072677
HIVEP3,CD19,24.48852425
FOS,NAIP,24.4845585
SPIB,POU2AF1,24.48298633
RXRA,CTSB,24.46931777
MAX,TUBA4A,24.46905222
ANXA1,HCST,24.45328638
FOS,NFAM1,24.45101128
SPI1,SMAP2,24.44985828
CEBPB,PRELID1,24.43519822
YBX1,DDX5,24.42883584
SPIB,FCRLA,24.42861694
YBX1,SLC25A3,24.41008842
FOS,TPP1,24.40466398
RUNX2,SMPD3,24.37929968
CEBPB,PPT1,24.37843046
KLF4,MCL1,24.37670614
UQCRB,RPL22,24.36561804
TAGLN2,CD99,24.36529375
FOS,RASSF2,24.35899711
YBX1,CTSZ,24.34452577
GATA1,ESAM,24.34109007
ENO1,HNRNPA3,24.33820297
YBX1,BRK1,24.32502944
MYLK,TUBA4A,24.32028803
YBX1,SYNGR2,24.31918459
LEF1,NELL2,24.31737778
FOS,FCGR2A,24.31175994
FOS,PRKAR1A,24.31165464
TCF4,PACSIN1,24.31065763
KLF4,ZFAND5,24.31006737
H2AFY,MT-CO1,24.30135652
XBP1,LMAN1,24.30047315
RPL6,RPL23,24.29661452
TCF4,CXXC5,24.28775619
RPL35,FXYD5,24.27619576
ENO1,MT-CO3,24.27509333
SPI1,LMO2,24.26879746
RPL6,PFDN5,24.26573077
HSPA5,TMED2,24.25864287
SPI1,ATP5F1B,24.25442841
YBX1,LDHA,24.25166441
H2AFY,CD63,24.25117212
SPIB,HLA-DQA1,24.24709062
TCF4,IL3RA,24.21940948
BCL11A,IGHD,24.21899795
JUNB,FOSB,24.21674695
YBX1,EIF5A,24.21645303
MYLK,ODC1,24.215707
MAFB,ATG3,24.21421003
ZEB2,FGR,24.21375011
MEF2C,LCK,24.20519049
IRF7,FKBP2,24.20145501
RPS4X,C1QBP,24.20113848
SPI1,CTNNA1,24.1917467
CUX2,PACSIN1,24.18267646
SPI1,TIMP2,24.17501899
EEF1D,RPL37,24.16699359
FOS,SDCBP,24.15960782
FOS,GLIPR1,24.15906665
UQCRB,RPL4,24.15595516
MYLK,RUFY1,24.15564597
YBX1,VAMP8,24.15295233
LMO2,LAPTM5,24.14464265
JUND,TSC22D3,24.13918689
HNRNPA1,RPS2,24.13640558
CEBPD,AP1S2,24.10697255
LMO2,EIF1,24.10421701
RPL35,EEF2,24.10207352
RPS4X,MT-CO3,24.09352302
TCF4,PAXX,24.09137361
RPL6,KLRD1,24.08451101
LMO2,MNDA,24.08320951
SPI1,LGALS2,24.08313184
TAL1,PF4,24.08269029
TCF4,BLNK,24.07964881
MYBL1,GZMM,24.07259208
SPI1,RAC1,24.05960095
YBX1,COX5B,24.05857962
RPS4X,EIF3H,24.05007715
YBX1,SUMO2,24.04476035
MYBL2,LRRC26,24.03775701
GATA1,BMP6,24.03063015
YBX1,RNH1,24.02240716
MEF2C,HLA-DRB1,24.01956137
MEIS1,TREML1,24.01545524
HMGA1,HLA-DQA1,24.01445531
SPI1,ATP6V0E1,24.01433702
SPI1,TKT,24.00942393
EGR1,IER2,24.00689093
RPL6,HLA-DPA1,23.96709888
SPI1,CFD,23.96460286
SPIB,FAM30A,23.95664546
SPI1,PFDN5,23.94210845
ZEB2,S100A6,23.9412378
HES4,PTPN6,23.93934512
SPI1,PRDX1,23.93571797
SPI1,VSIR,23.92755067
YBX1,EIF3K,23.92721563
STAT1,RNF213,23.92413758
ENO1,HLA-B,23.9241044
GFI1B,CA2,23.9226072
KLRG1,MATK,23.91920991
EOMES,NCR3,23.91521555
SPI1,GDI2,23.90819768
FOS,PLXDC2,23.90525468
MEF2C,CD3G,23.9037791
SPI1,PTEN,23.90200473
TCF7L2,ABI3,23.90126758
SPI1,BLOC1S1,23.898001
MAX,TSPAN33,23.89491915
RPL6,TMSB10,23.88618272
GATA1,RGS18,23.8738376
BCL11A,PPP1R14B,23.87201921
UQCRB,RPL15,23.87165441
YBX1,MT-CYB,23.86982114
SPIB,PAWR,23.86892561
POU2AF1,AC012236.1,23.85992129
SPI1,CPPED1,23.85963811
RPL6,ERP29,23.85580121
RPL6,NRGN,23.85071368
EEF1D,RPS8,23.83946836
RPS10,UBA52,23.83596721
EOMES,NKG7,23.83477383
BCL11A,DNASE1L3,23.83424853
HSPA5,ITM2C,23.82850959
XBP1,TMEM258,23.82816658
HMGA1,BASP1,23.82729256
RORA,AQP3,23.82576081
TAGLN2,CAVIN2,23.81838544
MYLK,TNFSF4,23.81705569
PAX5,VPREB3,23.80871051
CEBPB,LGALS3,23.80756368
EEF1D,RPL36,23.78079531
YBX1,COX7C,23.76990063
BCL11A,IRF8,23.75855468
HSPA5,PDIA3,23.75775045
SPI1,SERF2,23.74997531
